COOPID, YEAR, MONTH, DAY, precipitation
80611,2005,3,13,-99.99000
80611,2005,3,14,-99.99000
80611,2005,3,15,-99.99000
80611,2005,3,16,-99.99000
80611,2005,3,17,-99.99000
80611,2005,3,18,-99.99000
80611,2005,3,19,-99.99000
80611,2005,3,20,-99.99000
80611,2005,3,21,-99.99000
80611,2005,3,22,-99.99000
80611,2005,3,23,-99.99000
80611,2005,3,24,-99.99000
80611,2005,3,25,-99.99000
80611,2005,3,26,-99.99000
80611,2005,3,27,-99.99000
80611,2005,3,28,-99.99000
80611,2005,3,29,-99.99000
80611,2005,3,30,-99.99000
80611,2005,3,31,-99.99000
80611,2005,4,1,-99.99000
80611,2005,4,2,-99.99000
80611,2005,4,3,-99.99000
80611,2005,4,4,-99.99000
80611,2005,4,5,-99.99000
80611,2005,4,6,-99.99000
80611,2005,4,7,-99.99000
80611,2005,4,8,-99.99000
80611,2005,4,9,-99.99000
80611,2005,4,10,-99.99000
80611,2005,4,11,-99.99000
80611,2005,4,12,-99.99000
80611,2005,4,13,-99.99000
80611,2005,4,14,-99.99000
80611,2005,4,15,-99.99000
80611,2005,4,16,-99.99000
80611,2005,4,17,-99.99000
80611,2005,4,18,-99.99000
80611,2005,4,19,-99.99000
80611,2005,4,20,-99.99000
80611,2005,4,21,-99.99000
80611,2005,4,22,-99.99000
80611,2005,4,23,-99.99000
80611,2005,4,24,-99.99000
80611,2005,4,25,-99.99000
80611,2005,4,26,-99.99000
80611,2005,4,27,-99.99000
80611,2005,4,28,-99.99000
80611,2005,4,29,-99.99000
80611,2005,4,30,-99.99000
80611,2005,5,1,0.00000
80611,2005,5,2,0.00000
80611,2005,5,3,0.00000
80611,2005,5,4,0.45000
80611,2005,5,5,1.00000
80611,2005,5,6,0.00000
80611,2005,5,7,0.00000
80611,2005,5,8,0.00000
80611,2005,5,9,0.00000
80611,2005,5,10,0.00000
80611,2005,5,11,0.00000
80611,2005,5,12,0.00000
80611,2005,5,13,0.00000
80611,2005,5,14,0.00000
80611,2005,5,15,0.00000
80611,2005,5,16,0.00000
80611,2005,5,17,0.00000
80611,2005,5,18,0.00000
80611,2005,5,19,0.00000
80611,2005,5,20,0.00000
80611,2005,5,21,0.00000
80611,2005,5,22,0.00000
80611,2005,5,23,0.00000
80611,2005,5,24,0.00000
80611,2005,5,25,0.00000
80611,2005,5,26,0.00000
80611,2005,5,27,1.00000
80611,2005,5,28,0.00000
80611,2005,5,29,0.00000
80611,2005,5,30,0.00000
80611,2005,5,31,0.20000
80611,2005,6,1,0.80000
80611,2005,6,2,-99.99000
80611,2005,6,3,1.43000
80611,2005,6,4,1.10000
80611,2005,6,5,0.20000
80611,2005,6,6,0.46000
80611,2005,6,7,1.50000
80611,2005,6,8,0.01000
80611,2005,6,9,0.00000
80611,2005,6,10,0.01000
80611,2005,6,11,0.00000
80611,2005,6,12,0.05000
80611,2005,6,13,0.10000
80611,2005,6,14,0.00000
80611,2005,6,15,0.00000
80611,2005,6,16,0.00000
80611,2005,6,17,0.96000
80611,2005,6,18,0.00000
80611,2005,6,19,0.06000
80611,2005,6,20,0.00000
80611,2005,6,21,0.20000
80611,2005,6,22,0.00000
80611,2005,6,23,0.40000
80611,2005,6,24,0.17000
80611,2005,6,25,0.00000
80611,2005,6,26,0.00000
80611,2005,6,27,0.60000
80611,2005,6,28,2.10000
80611,2005,6,29,0.55000
80611,2005,6,30,0.14000
80611,2005,7,1,0.29000
80611,2005,7,2,0.50000
80611,2005,7,3,0.00000
80611,2005,7,4,0.00000
80611,2005,7,5,0.01000
80611,2005,7,6,0.00000
80611,2005,7,7,0.00000
80611,2005,7,8,0.00000
80611,2005,7,9,1.40000
80611,2005,7,10,0.15000
80611,2005,7,11,0.64000
80611,2005,7,12,0.01000
80611,2005,7,13,0.85000
80611,2005,7,14,0.00000
80611,2005,7,15,0.00000
80611,2005,7,16,0.15000
80611,2005,7,17,0.70000
80611,2005,7,18,0.05000
80611,2005,7,19,0.00000
80611,2005,7,20,0.00000
80611,2005,7,21,0.00000
80611,2005,7,22,0.00000
80611,2005,7,23,0.00000
80611,2005,7,24,0.00000
80611,2005,7,25,0.00000
80611,2005,7,26,0.00000
80611,2005,7,27,0.00000
80611,2005,7,28,0.02000
80611,2005,7,29,0.32000
80611,2005,7,30,0.01000
80611,2005,7,31,0.00000
80611,2005,8,1,1.00000
80611,2005,8,2,0.45000
80611,2005,8,3,0.00000
80611,2005,8,4,1.00000
80611,2005,8,5,1.10000
80611,2005,8,6,0.02000
80611,2005,8,7,0.00000
80611,2005,8,8,0.28000
80611,2005,8,9,0.00000
80611,2005,8,10,0.24000
80611,2005,8,11,0.00000
80611,2005,8,12,0.00000
80611,2005,8,13,0.00000
80611,2005,8,14,0.00000
80611,2005,8,15,0.01000
80611,2005,8,16,0.00000
80611,2005,8,17,0.00000
80611,2005,8,18,0.40000
80611,2005,8,19,0.00000
80611,2005,8,20,0.00000
80611,2005,8,21,0.00000
80611,2005,8,22,0.34000
80611,2005,8,23,0.00000
80611,2005,8,24,0.00000
80611,2005,8,25,0.18000
80611,2005,8,26,0.00000
80611,2005,8,27,0.30000
80611,2005,8,28,0.00000
80611,2005,8,29,0.20000
80611,2005,8,30,0.00000
80611,2005,8,31,0.00000
80611,2005,9,1,0.60000
80611,2005,9,2,0.47000
80611,2005,9,3,0.33000
80611,2005,9,4,0.00000
80611,2005,9,5,0.36000
80611,2005,9,6,0.00000
80611,2005,9,7,0.33000
80611,2005,9,8,0.13000
80611,2005,9,9,0.00000
80611,2005,9,10,0.00000
80611,2005,9,11,0.00000
80611,2005,9,12,0.00000
80611,2005,9,13,0.00000
80611,2005,9,14,0.00000
80611,2005,9,15,0.00000
80611,2005,9,16,0.00000
80611,2005,9,17,0.00000
80611,2005,9,18,0.00000
80611,2005,9,19,1.60000
80611,2005,9,20,0.40000
80611,2005,9,21,0.65000
80611,2005,9,22,0.10000
80611,2005,9,23,0.03000
80611,2005,9,24,0.00000
80611,2005,9,25,0.00000
80611,2005,9,26,0.00000
80611,2005,9,27,0.90000
80611,2005,9,28,0.15000
80611,2005,9,29,0.70000
80611,2005,9,30,0.00000
80611,2005,10,1,0.00000
80611,2005,10,2,0.14000
80611,2005,10,3,0.50000
80611,2005,10,4,0.05000
80611,2005,10,5,1.80000
80611,2005,10,6,0.10000
80611,2005,10,7,0.15000
80611,2005,10,8,0.13000
80611,2005,10,9,0.01000
80611,2005,10,10,0.00000
80611,2005,10,11,0.20000
80611,2005,10,12,0.98000
80611,2005,10,13,0.00000
80611,2005,10,14,0.00000
80611,2005,10,15,0.03000
80611,2005,10,16,0.00000
80611,2005,10,17,0.00000
80611,2005,10,18,0.00000
80611,2005,10,19,0.00000
80611,2005,10,20,1.40000
80611,2005,10,21,0.00000
80611,2005,10,22,0.10000
80611,2005,10,23,0.00000
80611,2005,10,24,0.00000
80611,2005,10,25,0.00000
80611,2005,10,26,0.00000
80611,2005,10,27,0.00000
80611,2005,10,28,0.00000
80611,2005,10,29,0.00000
80611,2005,10,30,0.00000
80611,2005,10,31,0.00000
