COOPID, YEAR, MONTH, DAY, precipitation
80228,2021,3,31,0.00000
80228,2021,4,1,0.00000
80228,2021,4,2,0.01000
80228,2021,4,3,0.00000
80228,2021,4,4,0.00000
80228,2021,4,5,0.00000
80228,2021,4,6,0.00000
80228,2021,4,7,0.00000
80228,2021,4,8,0.00000
80228,2021,4,9,0.00000
80228,2021,4,10,0.00000
80228,2021,4,11,0.17000
80228,2021,4,12,1.72000
80228,2021,4,13,0.00000
80228,2021,4,14,0.00000
80228,2021,4,15,0.00000
80228,2021,4,16,0.00000
80228,2021,4,17,0.00000
80228,2021,4,18,0.00000
80228,2021,4,19,0.00000
80228,2021,4,20,0.40000
80228,2021,4,21,0.01000
80228,2021,4,22,0.00000
80228,2021,4,23,0.00000
80228,2021,4,24,0.00000
80228,2021,4,25,0.00000
80228,2021,4,26,0.00000
80228,2021,4,27,0.00000
80228,2021,4,28,0.00000
80228,2021,4,29,0.00000
80228,2021,4,30,0.00000
80228,2021,5,1,-99.99000
80228,2021,5,2,-99.99000
80228,2021,5,3,-99.99000
80228,2021,5,4,-99.99000
80228,2021,5,5,-99.99000
80228,2021,5,6,-99.99000
80228,2021,5,7,-99.99000
80228,2021,5,8,-99.99000
80228,2021,5,9,-99.99000
80228,2021,5,10,-99.99000
80228,2021,5,11,-99.99000
80228,2021,5,12,-99.99000
80228,2021,5,13,-99.99000
80228,2021,5,14,-99.99000
80228,2021,5,15,-99.99000
80228,2021,5,16,-99.99000
80228,2021,5,17,-99.99000
80228,2021,5,18,-99.99000
80228,2021,5,19,-99.99000
80228,2021,5,20,-99.99000
80228,2021,5,21,-99.99000
80228,2021,5,22,-99.99000
80228,2021,5,23,-99.99000
80228,2021,5,24,-99.99000
80228,2021,5,25,-99.99000
80228,2021,5,26,-99.99000
80228,2021,5,27,-99.99000
80228,2021,5,28,-99.99000
80228,2021,5,29,-99.99000
80228,2021,5,30,-99.99000
80228,2021,5,31,-99.99000
80228,2021,6,1,-99.99000
80228,2021,6,2,-99.99000
80228,2021,6,3,-99.99000
80228,2021,6,4,-99.99000
80228,2021,6,5,-99.99000
80228,2021,6,6,-99.99000
80228,2021,6,7,-99.99000
80228,2021,6,8,-99.99000
80228,2021,6,9,-99.99000
80228,2021,6,10,-99.99000
80228,2021,6,11,-99.99000
80228,2021,6,12,-99.99000
80228,2021,6,13,-99.99000
80228,2021,6,14,-99.99000
80228,2021,6,15,-99.99000
80228,2021,6,16,-99.99000
80228,2021,6,17,-99.99000
80228,2021,6,18,-99.99000
80228,2021,6,19,-99.99000
80228,2021,6,20,-99.99000
80228,2021,6,21,-99.99000
80228,2021,6,22,-99.99000
80228,2021,6,23,-99.99000
80228,2021,6,24,-99.99000
80228,2021,6,25,-99.99000
80228,2021,6,26,-99.99000
80228,2021,6,27,-99.99000
80228,2021,6,28,-99.99000
80228,2021,6,29,-99.99000
80228,2021,6,30,-99.99000
80228,2021,7,1,-99.99000
80228,2021,7,2,-99.99000
80228,2021,7,3,-99.99000
80228,2021,7,4,-99.99000
80228,2021,7,5,-99.99000
80228,2021,7,6,-99.99000
80228,2021,7,7,-99.99000
80228,2021,7,8,-99.99000
80228,2021,7,9,-99.99000
80228,2021,7,10,-99.99000
80228,2021,7,11,-99.99000
80228,2021,7,12,-99.99000
80228,2021,7,13,-99.99000
80228,2021,7,14,-99.99000
80228,2021,7,15,-99.99000
80228,2021,7,16,-99.99000
80228,2021,7,17,-99.99000
80228,2021,7,18,-99.99000
80228,2021,7,19,-99.99000
80228,2021,7,20,-99.99000
80228,2021,7,21,-99.99000
80228,2021,7,22,-99.99000
80228,2021,7,23,-99.99000
80228,2021,7,24,-99.99000
80228,2021,7,25,-99.99000
80228,2021,7,26,-99.99000
80228,2021,7,27,-99.99000
80228,2021,7,28,-99.99000
80228,2021,7,29,-99.99000
80228,2021,7,30,-99.99000
80228,2021,7,31,-99.99000
80228,2021,8,1,-99.99000
80228,2021,8,2,-99.99000
80228,2021,8,3,-99.99000
80228,2021,8,4,-99.99000
80228,2021,8,5,-99.99000
80228,2021,8,6,-99.99000
80228,2021,8,7,-99.99000
80228,2021,8,8,-99.99000
80228,2021,8,9,-99.99000
80228,2021,8,10,-99.99000
80228,2021,8,11,-99.99000
80228,2021,8,12,-99.99000
80228,2021,8,13,-99.99000
80228,2021,8,14,-99.99000
80228,2021,8,15,-99.99000
80228,2021,8,16,-99.99000
80228,2021,8,17,-99.99000
80228,2021,8,18,-99.99000
80228,2021,8,19,-99.99000
80228,2021,8,20,-99.99000
80228,2021,8,21,-99.99000
80228,2021,8,22,-99.99000
80228,2021,8,23,-99.99000
80228,2021,8,24,-99.99000
80228,2021,8,25,-99.99000
80228,2021,8,26,-99.99000
80228,2021,8,27,-99.99000
80228,2021,8,28,-99.99000
80228,2021,8,29,-99.99000
80228,2021,8,30,-99.99000
80228,2021,8,31,-99.99000
80228,2021,9,1,-99.99000
80228,2021,9,2,-99.99000
80228,2021,9,3,-99.99000
80228,2021,9,4,-99.99000
80228,2021,9,5,-99.99000
80228,2021,9,6,-99.99000
80228,2021,9,7,-99.99000
80228,2021,9,8,-99.99000
80228,2021,9,9,-99.99000
80228,2021,9,10,-99.99000
80228,2021,9,11,-99.99000
80228,2021,9,12,-99.99000
80228,2021,9,13,-99.99000
80228,2021,9,14,-99.99000
80228,2021,9,15,-99.99000
80228,2021,9,16,-99.99000
80228,2021,9,17,-99.99000
80228,2021,9,18,-99.99000
80228,2021,9,19,-99.99000
80228,2021,9,20,-99.99000
80228,2021,9,21,-99.99000
80228,2021,9,22,-99.99000
80228,2021,9,23,-99.99000
80228,2021,9,24,-99.99000
80228,2021,9,25,-99.99000
80228,2021,9,26,-99.99000
80228,2021,9,27,-99.99000
80228,2021,9,28,-99.99000
80228,2021,9,29,-99.99000
80228,2021,9,30,-99.99000
80228,2021,10,1,-99.99000
80228,2021,10,2,-99.99000
80228,2021,10,3,-99.99000
80228,2021,10,4,-99.99000
80228,2021,10,5,-99.99000
80228,2021,10,6,-99.99000
80228,2021,10,7,-99.99000
80228,2021,10,8,-99.99000
80228,2021,10,9,-99.99000
80228,2021,10,10,-99.99000
80228,2021,10,11,-99.99000
80228,2021,10,12,-99.99000
80228,2021,10,13,-99.99000
80228,2021,10,14,-99.99000
80228,2021,10,15,-99.99000
80228,2021,10,16,-99.99000
80228,2021,10,17,-99.99000
80228,2021,10,18,-99.99000
80228,2021,10,19,-99.99000
80228,2021,10,20,-99.99000
80228,2021,10,21,-99.99000
80228,2021,10,22,-99.99000
80228,2021,10,23,-99.99000
80228,2021,10,24,-99.99000
80228,2021,10,25,-99.99000
80228,2021,10,26,-99.99000
80228,2021,10,27,-99.99000
80228,2021,10,28,-99.99000
80228,2021,10,29,-99.99000
80228,2021,10,30,-99.99000
80228,2021,10,31,-99.99000
80228,2021,11,1,-99.99000
80228,2021,11,2,-99.99000
80228,2021,11,3,-99.99000
80228,2021,11,4,-99.99000
80228,2021,11,5,-99.99000
80228,2021,11,6,-99.99000
80228,2021,11,7,-99.99000
80228,2021,11,8,-99.99000
80228,2021,11,9,-99.99000
80228,2021,11,10,-99.99000
80228,2021,11,11,-99.99000
80228,2021,11,12,-99.99000
80228,2021,11,13,-99.99000
80228,2021,11,14,-99.99000
80228,2021,11,15,-99.99000
80228,2021,11,16,-99.99000
80228,2021,11,17,-99.99000
80228,2021,11,18,-99.99000
80228,2021,11,19,-99.99000
80228,2021,11,20,-99.99000
80228,2021,11,21,-99.99000
80228,2021,11,22,-99.99000
80228,2021,11,23,-99.99000
80228,2021,11,24,-99.99000
80228,2021,11,25,-99.99000
80228,2021,11,26,-99.99000
80228,2021,11,27,-99.99000
80228,2021,11,28,-99.99000
80228,2021,11,29,-99.99000
80228,2021,11,30,-99.99000
80228,2021,12,1,-99.99000
