COOPID, YEAR, MONTH, DAY, precipitation
80211,2023,4,20,0.00000
80211,2023,4,21,0.00000
80211,2023,4,22,0.02000
80211,2023,4,23,0.00000
80211,2023,4,24,0.00000
80211,2023,4,25,0.00000
80211,2023,4,26,0.00000
80211,2023,4,27,1.54000
80211,2023,4,28,0.00000
80211,2023,4,29,0.67000
80211,2023,4,30,0.22000
80211,2023,5,1,0.00000
80211,2023,5,2,0.00000
80211,2023,5,3,0.00000
80211,2023,5,4,0.00000
80211,2023,5,5,0.00001
80211,2023,5,6,0.00000
80211,2023,5,7,0.00000
80211,2023,5,8,0.00000
80211,2023,5,9,0.00000
80211,2023,5,10,0.00000
80211,2023,5,11,0.00000
80211,2023,5,12,0.00000
80211,2023,5,13,0.00000
80211,2023,5,14,0.12000
80211,2023,5,15,0.00000
80211,2023,5,16,0.00000
80211,2023,5,17,0.62000
80211,2023,5,18,0.39000
80211,2023,5,19,0.00000
80211,2023,5,20,0.00000
80211,2023,5,21,0.00000
80211,2023,5,22,0.00001
80211,2023,5,23,0.62000
80211,2023,5,24,0.27000
80211,2023,5,25,0.00000
80211,2023,5,26,0.02000
80211,2023,5,27,0.00000
80211,2023,5,28,0.00000
80211,2023,5,29,0.00000
80211,2023,5,30,0.00000
80211,2023,5,31,0.30000
80211,2023,6,1,0.03000
80211,2023,6,2,0.00000
80211,2023,6,3,0.01000
80211,2023,6,4,0.01000
80211,2023,6,5,0.00000
80211,2023,6,6,0.00001
80211,2023,6,7,0.11000
80211,2023,6,8,0.00000
80211,2023,6,9,0.00000
80211,2023,6,10,0.00000
80211,2023,6,11,0.00000
80211,2023,6,12,0.00000
80211,2023,6,13,0.00000
80211,2023,6,14,0.02000
80211,2023,6,15,1.03000
80211,2023,6,16,0.01000
80211,2023,6,17,0.55000
80211,2023,6,18,0.03000
80211,2023,6,19,0.70000
80211,2023,6,20,0.00001
80211,2023,6,21,2.10000
80211,2023,6,22,2.08000
80211,2023,6,23,0.53000
80211,2023,6,24,0.00000
80211,2023,6,25,0.00000
80211,2023,6,26,0.00000
80211,2023,6,27,0.00000
80211,2023,6,28,0.10000
80211,2023,6,29,0.00000
80211,2023,6,30,0.00000
80211,2023,7,1,0.00000
80211,2023,7,2,0.00000
80211,2023,7,3,0.00000
80211,2023,7,4,0.00000
80211,2023,7,5,0.54000
80211,2023,7,6,0.05000
80211,2023,7,7,0.00000
80211,2023,7,8,0.00000
80211,2023,7,9,0.43000
80211,2023,7,10,0.17000
80211,2023,7,11,0.07000
80211,2023,7,12,0.95000
80211,2023,7,13,0.07000
80211,2023,7,14,0.13000
80211,2023,7,15,0.45000
80211,2023,7,16,0.52000
80211,2023,7,17,0.00000
80211,2023,7,18,0.00000
80211,2023,7,19,0.00000
80211,2023,7,20,0.00000
80211,2023,7,21,0.00000
80211,2023,7,22,0.00001
80211,2023,7,23,0.67000
80211,2023,7,24,0.33000
80211,2023,7,25,0.00000
80211,2023,7,26,0.00000
80211,2023,7,27,0.00001
80211,2023,7,28,0.62000
80211,2023,7,29,0.00001
80211,2023,7,30,0.00001
80211,2023,7,31,0.00001
80211,2023,8,1,0.00000
80211,2023,8,2,0.00000
80211,2023,8,3,0.00000
80211,2023,8,4,0.06000
80211,2023,8,5,1.12000
80211,2023,8,6,0.01000
80211,2023,8,7,0.00000
80211,2023,8,8,0.00000
80211,2023,8,9,0.07000
80211,2023,8,10,0.11000
80211,2023,8,11,0.02000
80211,2023,8,12,0.00000
80211,2023,8,13,0.00001
80211,2023,8,14,0.01000
80211,2023,8,15,0.00001
80211,2023,8,16,0.00001
80211,2023,8,17,0.13000
80211,2023,8,18,0.00000
80211,2023,8,19,0.00000
80211,2023,8,20,0.00000
80211,2023,8,21,0.00000
80211,2023,8,22,0.00000
80211,2023,8,23,0.00000
80211,2023,8,24,0.00000
80211,2023,8,25,0.00000
80211,2023,8,26,1.66000
80211,2023,8,27,0.00000
80211,2023,8,28,0.00000
80211,2023,8,29,1.23000
80211,2023,8,30,1.83000
80211,2023,8,31,0.00000
80211,2023,9,1,0.73000
80211,2023,9,2,4.06000
80211,2023,9,3,0.00000
80211,2023,9,4,0.00000
80211,2023,9,5,0.00000
80211,2023,9,6,0.00000
80211,2023,9,7,0.05000
80211,2023,9,8,0.45000
80211,2023,9,9,0.00000
80211,2023,9,10,0.00000
80211,2023,9,11,0.00000
80211,2023,9,12,0.54000
80211,2023,9,13,0.00000
80211,2023,9,14,0.00000
80211,2023,9,15,0.00000
80211,2023,9,16,0.00000
80211,2023,9,17,0.00000
80211,2023,9,18,0.00000
80211,2023,9,19,0.00000
80211,2023,9,20,0.00000
80211,2023,9,21,0.00000
80211,2023,9,22,0.00000
80211,2023,9,23,0.00000
80211,2023,9,24,0.00000
80211,2023,9,25,0.00000
80211,2023,9,26,2.39000
80211,2023,9,27,0.00000
80211,2023,9,28,0.00000
80211,2023,9,29,0.00000
80211,2023,9,30,0.00000
80211,2023,10,1,0.00000
80211,2023,10,2,0.00000
80211,2023,10,3,0.00000
80211,2023,10,4,0.00000
80211,2023,10,5,0.00000
80211,2023,10,6,0.02000
80211,2023,10,7,0.00000
80211,2023,10,8,0.00000
80211,2023,10,9,0.00000
80211,2023,10,10,0.00000
80211,2023,10,11,2.50000
80211,2023,10,12,0.34000
80211,2023,10,13,0.00000
80211,2023,10,14,0.00000
80211,2023,10,15,0.00000
80211,2023,10,16,0.00000
80211,2023,10,17,0.00000
80211,2023,10,18,0.00000
80211,2023,10,19,0.00000
80211,2023,10,20,0.02000
80211,2023,10,21,0.00000
80211,2023,10,22,0.00000
80211,2023,10,23,0.00000
80211,2023,10,24,0.00000
80211,2023,10,25,0.00000
80211,2023,10,26,0.00000
80211,2023,10,27,0.00000
80211,2023,10,28,0.00000
80211,2023,10,29,0.00000
80211,2023,10,30,0.00000
80211,2023,10,31,0.00000
80211,2023,11,1,0.00000
80211,2023,11,2,0.00000
80211,2023,11,3,0.00000
80211,2023,11,4,0.00000
80211,2023,11,5,0.00000
80211,2023,11,6,0.00000
80211,2023,11,7,0.00000
80211,2023,11,8,0.00000
80211,2023,11,9,0.00000
80211,2023,11,10,0.00000
80211,2023,11,11,0.00000
80211,2023,11,12,0.00000
80211,2023,11,13,0.00000
80211,2023,11,14,0.65000
80211,2023,11,15,0.20000
80211,2023,11,16,0.00000
80211,2023,11,17,0.00000
80211,2023,11,18,0.00000
80211,2023,11,19,0.00000
80211,2023,11,20,0.00000
80211,2023,11,21,0.00001
80211,2023,11,22,0.30000
80211,2023,11,23,0.01000
80211,2023,11,24,0.16000
80211,2023,11,25,0.00000
80211,2023,11,26,0.96000
80211,2023,11,27,0.00000
80211,2023,11,28,0.00000
80211,2023,11,29,0.00000
80211,2023,11,30,0.00000
80211,2023,12,1,0.44000
